"Method","name1","name2","HeS","HoS","DL","HD","DR"
"CbMPDiCbraya","m.R.D.R.4","v.T.A.R.4",0.00178038134619802,0.408128493759093,0.0732636495903208,0.0152959644689486,0.501531510835439
"CbMPDiCbraya","m.R.D.R.4","v.T.A.R.5",0.00446052530821656,0.378225744697144,0.108966995941496,0.0153725400107206,0.492974194042423
"CbMPDiCbraya","m.R.D.R.4","v.T.A.R.6",0.000497741021517727,0.420457155984379,0.159315414656559,0.00317788498353626,0.416551803354009
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.1",0.00451795696454552,0.401121831686959,0.195573933685581,0.0101271153993415,0.388659162263573
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.2",0.0021824029405008,0.401542997166705,0.214660387472241,0.0320468642315644,0.349567348188988
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.3",0.00350333103606708,0.397580212880006,0.240313193965847,0.0197373458917222,0.338865916226357
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.4",0.00407764759935677,0.395665824335707,0.158568803124282,0.0253465043265181,0.416341220614136
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.5",0.00459453250631748,0.399762615820507,0.233899992342446,0.00941879163795084,0.352324067692779
"CbMPDiCbraya","m.R.D.R.4","v.T.B.R.6",0.000229726625315874,0.396891033004058,0.131250478597136,0.00972509380503867,0.461903667968451
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.1",0.00256528064936059,0.395952982617352,0.214047783138066,0.0506930086530362,0.336740944942185
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.2",0.00560915843479593,0.397675932307221,0.161057508231871,0.0302473389999234,0.405410062026189
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.3",0.00576230951833984,0.385979018301555,0.135289838425607,0.0192970365265334,0.453671797227965
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.4",0,0.405180335400873,0.223581438088674,0.0154491155524925,0.35578911095796
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.5",0.00147407917911019,0.422314112872349,0.207711157056436,0.0204265257676698,0.348074125124435
"CbMPDiCbraya","m.R.D.R.4","v.T.C.R.6",0.00245041733670266,0.387682824105981,0.13121219082625,0.0460219006049468,0.43263266712612
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.1",0.000114863312657937,0.410004594532506,0.183685580825484,0.0313002526992879,0.374894708630064
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.2",0.00137835975189524,0.418676774638181,0.170380580442607,0.00321617275442224,0.406348112412895
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.3",0.000497741021517727,0.369055823569952,0.192147178191286,0.0101654031702274,0.428133854047017
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.4",0.00225897848227276,0.388027414043954,0.145436097710391,0.0448924113638104,0.419385098399571
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.5",0.00160808637721112,0.403380810169232,0.208725782984915,0.0414082242131863,0.344877096255456
"CbMPDiCbraya","m.R.D.R.4","v.T.D.R.6",0.00315874109809327,0.372061413584501,0.15644383184011,0.00204839574239988,0.466287617734895
"CbMPDiCbraya","m.R.D.R.5","m.R.D.R.6",0.00258442453480358,0.429741940424229,0.025537943180948,0.0775901677004365,0.464545524159583
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.1",0,0.385442989509151,0.0909143119687572,0.0239872884600659,0.499655410062026
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.2",0.000287158281644843,0.390803277433188,0.0267822957347423,0.023738417949307,0.558388850601118
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.3",0,0.378493759093346,0.0543303468872042,0.0521862317175894,0.514989662301861
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.4",0,0.43468106286852,0.085707175128264,0.0240830078872808,0.455528754115935
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.5",0.000440309365188759,0.400604946779998,0.078547361972586,0.0215751588942492,0.498832222987978
"CbMPDiCbraya","m.R.D.R.5","m.T.A.R.6",0,0.394612910636343,0.0719235776093116,0.00112948924113638,0.532334022513209
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.1",0,0.412072134160349,0.154376292212267,0.00715981315567808,0.426391760471705
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.2",0.00348418715062409,0.410502335554024,0.0651849299333793,0.0014549352936672,0.519373612068305
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.3",0.00241212956581668,0.376005053985757,0.0701431962631136,0.0435140516119152,0.507925568573398
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.4",0.00189524465885596,0.415173443602114,0.0514970518416418,0.0461176200321617,0.485316639865227
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.5",0.00243127345125967,0.397063327973045,0.0431886055593843,0.0431886055593843,0.514128187456926
"CbMPDiCbraya","m.R.D.R.5","m.T.B.R.6",0.00229726625315874,0.384390075809786,0.0594034765295964,0.0261314036296807,0.527777777777778
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.1",0.00264185619113255,0.375201010797151,0.207002833295046,0.00264185619113255,0.412512443525538
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.2",0.000210582739872885,0.376904816601577,0.159851443448962,0.00708323761390612,0.455949919595681
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.3",0.00220154682594379,0.393502565280649,0.127096255456007,0.0279692166322077,0.449230415805192
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.4",0.000287158281644843,0.381920514587641,0.0628302320238916,0.0272417489853741,0.527720346121449
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.5",0.00290987058733441,0.375966766214871,0.0908760241978712,0.0258633892334788,0.504383949766445
"CbMPDiCbraya","m.R.D.R.5","m.T.C.R.6",0.000287158281644843,0.384485795237001,0.05289455547898,0.0336932383796615,0.528639252622712
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.1",0.000421165479745769,0.399724328049621,0.122023125813615,0.0295007274676468,0.448330653189371
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.2",0.00493912244429129,0.387012788115476,0.137778543533195,0.0232789646986752,0.446990581208362
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.3",0,0.351309441764301,0.0764415345738571,0.021938892717666,0.550310130944176
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.4",0.00206753962784287,0.384485795237001,0.0489700589631672,0.0209242667891875,0.543552339382801
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.5",0.00499655410062026,0.407860479362891,0.0758097863542385,0.0555172677846696,0.45581591239758
"CbMPDiCbraya","m.R.D.R.5","m.T.D.R.6",0.00312045332720729,0.385615284478138,0.14068841412053,0.00574316563289685,0.464832682441228
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.1",9.57194272149476e-05,0.444903897695076,0.0259016770043648,0.0423079868290068,0.486790719044337
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.2",0.00189524465885596,0.462822574469714,0.0425760012252087,0.0343058427138372,0.458400336932384
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.3",0.00160808637721112,0.402366184240753,0.0395512673252163,0.0581974117466881,0.498277050310131
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.4",0,0.527394900068918,0.0227429359062715,0.0978826862700054,0.351979477754805
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.5",0.00160808637721112,0.480626387931695,0.0149896623018608,0.0203690941113408,0.482406769277893
"CbMPDiCbraya","m.R.D.R.5","R.R.A.R.6",0.00122520866835133,0.521919748832223,0.0155448349797075,0.0677119228118539,0.393598284707864
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.1",0.00388620874492687,0.494103683283559,0.0317022742935906,0.0717895704112107,0.398518263266713
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.2",0,0.475495826632973,0.0301899073435945,0.0366222528524389,0.457692013170993
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.3",0.00336932383796615,0.44467417106976,0.0416188069530592,0.0484531740562064,0.461884524083008
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.4",0.00421165479745769,0.479401179263343,0.0189715904740026,0.0446052530821656,0.452810322383031
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.5",0.00289072670189142,0.467015085381729,0.0241787273144957,0.0532582893023968,0.452657171299487
"CbMPDiCbraya","m.R.D.R.5","R.R.B.R.6",0,0.536909411134084,0.0150853817290757,0.0640554406922429,0.383949766444598
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.1",0,0.554330346887204,0.0240447201163948,0.0832759016770044,0.338349031319397
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.2",0,0.54898920284861,0.0231066697296883,0.0471705337315261,0.380733593690175
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.3",0,0.516080863772111,0.0183972739107129,0.0610115629068076,0.404510299410368
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.4",0.00241212956581668,0.514874798989203,0.0149896623018608,0.0629259514511065,0.404797457692013
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.5",0.00283329504556245,0.511065165786048,0.0166360364499579,0.0599969369783291,0.409468565740103
"CbMPDiCbraya","m.R.D.R.5","R.R.C.R.6",0.00197182020062792,0.570602649513745,0.018301554483498,0.0512290374454399,0.357894938356689
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.1",0.00279500727467647,0.466325905505782,0.0513439007580979,0.043705490466345,0.435829695995099
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.2",0.00380963320315491,0.455394746917834,0.045581591239758,0.0126158205069301,0.482598208132323
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.3",0.00373305766138295,0.466230186078567,0.0532965770732828,0.0533922965004977,0.42334788268627
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.4",0.00375220154682594,0.484302013936749,0.0497741021517727,0.045639022896087,0.416532659468566
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.5",0.000459453250631748,0.480128646910177,0.0671184623631212,0.0537368864384716,0.398556551037599
"CbMPDiCbraya","m.R.D.R.5","R.R.D.R.6",0.00078489930316257,0.507734129718968,0.0263802741404395,0.0676927789264109,0.397407917911019
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.1",0,0.412876177348955,0.0720001531510835,0.0335017995252316,0.48162186997473
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.2",0.00191438854429895,0.415862623478061,0.0362010873726932,0.0311279577303009,0.514893942874646
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.3",0.00809786354238456,0.429627077111571,0.0532582893023968,0.0389386629910407,0.470078107052607
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.4",0.00354161880695306,0.471992495596906,0.0288881231334712,0.0470173826479822,0.448560379814687
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.5",0.00269928784746152,0.456926257753274,0.0335783750670036,0.0262462669423386,0.480549812389923
"CbMPDiCbraya","m.R.D.R.5","R.T.A.R.6",0.00206753962784287,0.603893866299104,0.0222451948847538,0.0362968067999081,0.335496592388391
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.1",0.00331189218163718,0.390190673099012,0.0698751818669117,0.0205988207366567,0.516023432115782
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.2",0.00725553258289302,0.40068152232177,0.0533157209587258,0.00553258289302397,0.533214641243587
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.3",0.00513056129872119,0.389807795390152,0.0606286851979478,0.0412167853587564,0.503216172754422
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.4",0.00363733823416801,0.422850141664752,0.06755877172831,0.0412359292441994,0.46471781912857
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.5",0.00367562600505399,0.423271307144498,0.0542346274599893,0.0335783750670036,0.485240064323455
"CbMPDiCbraya","m.R.D.R.5","R.T.B.R.6",0.000287158281644843,0.416992112719198,0.0779730454092963,0.0581782678612451,0.446569415728616
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.1",0.00222069071138678,0.38197794624397,0.0731104985067769,0.010988590244276,0.531702274293591
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.2",0.00264185619113255,0.414656558695153,0.0514587640707558,0.052913699364423,0.478329121678536
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.3",0.00285243893100544,0.395263802741404,0.052990274906195,0.0632322536181943,0.485661229803201
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.4",0.0029290144727774,0.423252163259055,0.0526265410827782,0.0287541159353702,0.492438165250019
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.5",0.0067577915613753,0.402059882073666,0.0550578145340378,0.0416188069530592,0.494505704877862
"CbMPDiCbraya","m.R.D.R.5","R.T.C.R.6",0.00317788498353626,0.465943027796922,0.0381154759169921,0.0315682670954897,0.46119534420706
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.1",0.00777241748985374,0.396910176889501,0.105942262041504,0.0659315414656559,0.423443602113485
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.2",0.00107205758480741,0.39920744314266,0.0733593690175358,0.0504632820277203,0.475897848227276
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.3",0.00400107205758481,0.407037292288843,0.0686308293131174,0.0768244122827169,0.443506394057738
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.4",0.00333103606708017,0.377421701508538,0.0378666054062332,0.0263802741404395,0.555000382877709
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.5",0,0.470824718584884,0.0186844321923578,0.0467493682517804,0.463741480970978
"CbMPDiCbraya","m.R.D.R.5","R.T.D.R.6",0.00428823033922965,0.41297189677617,0.0651274982770503,0.0435523393828011,0.474060035224749
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.1",0.00903591392909105,0.362680909717436,0.206351941189984,0.0126349643923731,0.409296270771116
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.2",0.00126349643923731,0.392526227123057,0.150126349643924,0,0.456083926793782
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.3",0.00804043188605559,0.387204226969906,0.187399494601424,0.0178612451183092,0.399494601424305
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.4",0.00668121601960334,0.400624090665441,0.177100084233096,0.0261314036296807,0.389463205452179
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.5",0.0101654031702274,0.3884485795237,0.161459529826174,0.000631748219618654,0.43929473926028
"CbMPDiCbraya","m.R.D.R.5","v.R.A.R.6",0.0029290144727774,0.370300176123746,0.154567731066697,0.023642698522092,0.448560379814687
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.1",0.00555172677846696,0.385768435561682,0.159181407458458,0.00248870510758864,0.447009725093805
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.2",0.000287158281644843,0.3470786430814,0.240772647216479,0.0321808714296654,0.379680679990811
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.3",0.00363733823416801,0.359196722566812,0.178497587870434,0.00819358296959951,0.450474768358986
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.4",0.00325446052530822,0.364595298261735,0.0823378512902979,0.0166551803354009,0.533157209587258
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.5",0.00469025193353243,0.400604946779998,0.0943602113484953,0.000574316563289685,0.499770273374684
"CbMPDiCbraya","m.R.D.R.5","v.R.B.R.6",0.000976338157592465,0.36340837736427,0.167260127115399,0.0360287924037063,0.432326364959032
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.1",0.0040202159430278,0.430182249789417,0.120625622176277,0.00922735278352094,0.435944559307757
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.2",0.00723638869745003,0.404414579983153,0.150126349643924,0.0187418638486867,0.419480817826786
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.3",0.00742782755187993,0.393847155218623,0.157860479362891,0.00848074125124435,0.432383796615361
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.4",0.00243127345125967,0.368806953059193,0.158281644842637,0.0107780075044031,0.459702121142507
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.5",0.00246956122214565,0.358966995941496,0.219637797687419,0.0225514970518416,0.396374148097098
"CbMPDiCbraya","m.R.D.R.5","v.R.C.R.6",0.0029290144727774,0.347480664675703,0.181273451259668,0.0447201163948235,0.423596753197029
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.1",0.00268014396201853,0.372482579064247,0.127593996477525,0.00859560456390229,0.488647675932307
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.2",0.0366988283942109,0.392698522092044,0.109215866452255,0.0114097557240217,0.449977027337468
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.3",0.0098591010031396,0.390324680297113,0.12544988130791,0.00844245348035837,0.465923883911479
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.4",0.000995482043035455,0.412091278045792,0.10188375832759,0.0370817061030707,0.447947775480512
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.5",0.00239298568037369,0.388793169461674,0.0896125277586339,0.0104142736809863,0.508787043418332
"CbMPDiCbraya","m.R.D.R.5","v.R.D.R.6",0.00846159736580136,0.380657018148403,0.0567233325675779,0.00078489930316257,0.553373152615055
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.1",0.00344589937973811,0.375966766214871,0.199421854659622,0.00490083467340531,0.416264645072364
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.2",0.00465196416264645,0.385481277280037,0.102036909411134,0,0.507829849146183
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.3",0.00597289225821273,0.377670572019297,0.12321004671108,0.0112948924113638,0.481851596600046
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.4",0.00308216555632131,0.406711846236312,0.0825292901447278,0.0128838349031319,0.494792863159507
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.5",0.00179952523164101,0.353606708017459,0.108124664982005,0.00610689945631365,0.530362202312581
"CbMPDiCbraya","m.R.D.R.5","v.T.A.R.6",0.00652806493605942,0.404280572785052,0.162416724098323,0.0118117773183245,0.414962860862241
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.1",0.00539857569492304,0.370108737269316,0.191477142200781,0.0131709931847768,0.419844551650203
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.2",0.00319702886897925,0.393885442989509,0.19601424305077,0.00934221609617888,0.397561068994563
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.3",0.00189524465885596,0.382647982234474,0.235795237001302,0.00616433111264262,0.373497204992725
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.4",0.00652806493605942,0.400088061873038,0.158319932613523,0.0176123746075503,0.417451565969829
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.5",0.000287158281644843,0.41553717742553,0.225132092809557,0.0160808637721112,0.342962707711157
"CbMPDiCbraya","m.R.D.R.5","v.T.B.R.6",0.000287158281644843,0.395952982617352,0.180660846925492,0.019986216402481,0.40311279577303
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.1",0.00626005053985757,0.390611838578758,0.20895550961023,0.0122903744543993,0.381882226816755
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.2",0.00643234550884448,0.374435255379432,0.144823493376216,0.0179569645455242,0.456351941189984
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.3",0.00116777701202236,0.375373305766138,0.14158817673635,0.00227812236771575,0.479592618117773
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.4",0.00112948924113638,0.41886821349261,0.179148479975496,0.0252699287847462,0.375583888506011
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.5",0.000287158281644843,0.438146106133701,0.161134083773643,0.00871046787656023,0.391722183934451
"CbMPDiCbraya","m.R.D.R.5","v.T.C.R.6",0.00268014396201853,0.385768435561682,0.123612068305383,0.010969446358833,0.476969905812084
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.1",0.00333103606708017,0.402098169844552,0.179148479975496,0.00704494984302014,0.408377364269852
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.2",0.00155065472088215,0.384753809633203,0.168657630752738,0.00354161880695306,0.441496286086224
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.3",0.00681522321770426,0.377938586415499,0.182211501646374,0.00953365495060877,0.423501033769814
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.4",0.00587717283099778,0.375545600735125,0.147254766827475,0.0353396125277586,0.435982847078643
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.5",0,0.40049008346734,0.156501263496439,0.0390535263036986,0.403955126732522
"CbMPDiCbraya","m.R.D.R.5","v.T.D.R.6",0.00302473389999234,0.366452255149705,0.140918140745846,0,0.489604870204457
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.1",0.00507312964239222,0.323435944559308,0.113504096791485,0.00315874109809327,0.554828087908722
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.2",0.00507312964239222,0.343230722107359,0.0531625698751819,0.0110651657860479,0.587468412589019
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.3",0.00788728080251168,0.330902059882074,0.0475151236695,0.0147599356765449,0.59893559996937
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.4",0.009131633356306,0.389884370931924,0.100658549659239,0.0166551803354009,0.48367026571713
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.5",0.00581974117466881,0.345968297725706,0.118730377517421,0.00872961176200322,0.520751971820201
"CbMPDiCbraya","m.R.D.R.6","m.T.A.R.6",0.0078489930316257,0.344321923577609,0.0719618653801976,0.00143579140822421,0.574431426602343
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.1",0.0052837123822651,0.359330729764913,0.110134772953519,0.00327360441075121,0.521977180488552
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.2",0.0067577915613753,0.342943563825714,0.0929244199402711,0.00581974117466881,0.551554483497971
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.3",0.00637491385251551,0.345011103453557,0.058446282257447,0.0187035760778008,0.57146412435868
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.4",0.00409679148479975,0.339057355080787,0.0851137146795314,0.00289072670189142,0.56884141205299
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.5",0.00614518722719963,0.334615973658014,0.0721724481200705,0.0174017918676775,0.569664599127039
"CbMPDiCbraya","m.R.D.R.6","m.T.B.R.6",0.00633662608162953,0.321904433723869,0.122176276897159,0.00514970518416418,0.544432958113179
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.1",0.00777241748985374,0.362891492457309,0.102955815912398,0.00348418715062409,0.522896086989815
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.2",0.00597289225821273,0.322765908568803,0.0863197794624397,0.00689179875947622,0.578049620951068
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.3",0.00340761160885213,0.313327973045409,0.120108737269316,0.000516884906960717,0.562638793169462
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.4",0.00212497128417184,0.309192893789724,0.0632513975036373,0.007293820353779,0.618136917068688
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.5",0.00262271230568956,0.31531893713148,0.104142736809863,0.0124626694233862,0.565452944329581
"CbMPDiCbraya","m.R.D.R.6","m.T.C.R.6",0.00363733823416801,0.337851290297879,0.0642851673175588,0.014645072363887,0.579581131786507
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.1",0.00576230951833984,0.357473772876943,0.0842905276054828,0.00528371238226511,0.547189677616969
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.2",0.0112183168695919,0.346542614288996,0.0861666283788958,0.0040202159430278,0.552052224519488
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.3",0.00411593537024274,0.312332491002374,0.133739183704725,0.00717895704112107,0.542633432881538
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.4",0.00735125201010797,0.326384102917528,0.100581974117467,0.00143579140822421,0.564246879546673
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.5",0.00336932383796615,0.336855808254843,0.107741787273145,0.00490083467340531,0.54713224596064
"CbMPDiCbraya","m.R.D.R.6","m.T.D.R.6",0.00350333103606708,0.336874952140286,0.111034535569339,0.0041925109120147,0.544394670342293
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.1",0.00233555402404472,0.390286392526227,0.0535071598131557,0.00428823033922965,0.549582663297343
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.2",0.00268014396201853,0.397293054598361,0.0399724328049621,0.0129986982157899,0.547055670418868
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.3",0.00581974117466881,0.357512060647829,0.0604755341144039,0.0412933609005284,0.53489930316257
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.4",0.00289072670189142,0.449287847461521,0.0345355693391531,0.0776667432422084,0.435619113255226
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.5",0.00482425913163336,0.402366184240753,0.0459644689486178,0.0452370013017842,0.501608086377211
"CbMPDiCbraya","m.R.D.R.6","R.R.A.R.6",0.00407764759935676,0.452580595757715,0.0247147561068995,0.025557087066391,0.493069913469638
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.1",0.00557087066390995,0.414388544298951,0.0447966919365955,0.0133432881537637,0.52190060494678
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.2",0.00564744620568191,0.422601271153993,0.09131633356306,0.00633662608162953,0.474098322995635
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.3",0.00564744620568191,0.376483651121832,0.0584845700283329,0.0107205758480741,0.548663756796079
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.4",0.00723638869745003,0.421318630829313,0.0652040738188223,0.0012826403246803,0.504958266329734
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.5",0.00513056129872119,0.40221303315721,0.0597672103530132,0.0031013094417643,0.529787885749292
"CbMPDiCbraya","m.R.D.R.6","R.R.B.R.6",0.00296730224366337,0.47252852438931,0.0344398499119381,0.0221686193429819,0.467895704112107
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.1",0.00978252546136764,0.49148097097787,0.0210199862164025,0.0535645914694846,0.424151925874876
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.2",0.0023738417949307,0.499291676238609,0.0205413890803277,0.0703537790029864,0.407439313883146
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.3",0.00892105061643311,0.464162646450724,0.0283520943410675,0.0573933685580825,0.441170840033693
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.4",0.00740868366643694,0.468125430737422,0.0155065472088215,0.121333945937668,0.387625392449652
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.5",0.00388620874492687,0.443697832912168,0.0275097633815759,0.0459644689486178,0.478941726012712
"CbMPDiCbraya","m.R.D.R.6","R.R.C.R.6",0.00375220154682594,0.4938548127728,0.116643694004135,0.0315874109809327,0.354161880695306
"CbMPDiCbraya","m.R.D.R.6","R.R.D.R.1",0.00417336702657171,0.42110804808944,0.0752737575618348,0.00486254690251934,0.494582280419634
"CbMPDiCbraya","m.R.D.R.6","R.R.D.R.2",0.00507312964239222,0.399609464736963,0.0845202542307987,0.00648977716517344,0.504307374224673
"CbMPDiCbraya","m.R.D.R.6","R.R.D.R.3",0.00530285626770809,0.403897695076193,0.172314112872349,0.0122520866835133,0.406233249100237
"CbMPDiCbraya","m.R.D.R.6","R.R.D.R.4",0.00490083467340531,0.409908875105291,0.154280572785052,0.0353013247568727,0.395608392679378
"CbMPDiCbraya","m.R.D.R.6","R.R.D.R.5",0.00737039589555096,0.40644383184011,0.169710544452102,0.0112183168695919,0.405256910942645
